"code","iso","country","RMS.ind.1995","RMS.ind.1996","RMS.ind.1997","RMS.ind.1998","RMS.ind.1999","RMS.ind.2000","RMS.ind.2001","RMS.ind.2002","RMS.ind.2003","RMS.ind.2004","RMS.ind.2005","RMS.ind.2006","RMS.ind.2007","RMS.ind.2008","RMS.ind.2009","RMS.ind.2010","RMS.ind.2011","RMS.ind.2012","RMS.ind.2013","RMS.ind.2014","RMS.ind.2015","RMS.ind.2016","RMS.ind.2017","RMS.ind.2018","RMS.ind.2019","RMS.ind.2020"
4,"AFG","Afghanistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
8,"ALB","Albania",16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691,16.1926708347691
12,"DZA","Algeria",14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723,14.324871590723
20,"AND","Andorra",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
24,"AGO","Angola",21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151,21.2652285297151
660,"AIA","Anguilla",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
28,"ATG","Antigua and Barbuda",8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089,8.57696788424089
32,"ARG","Argentina",6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226,6.16180589251226
51,"ARM","Armenia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
533,"ABW","Aruba",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
36,"AUS","Australia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
40,"AUT","Austria",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
31,"AZE","Azerbaijan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
44,"BHS","Bahamas",10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121,10.435477272121
48,"BHR","Bahrain",1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14,1.4210854715202e-14
50,"BGD","Bangladesh",12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601,12.1015004469601
52,"BRB","Barbados",32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282,32.9479797666282
112,"BLR","Belarus",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
56,"BEL","Belgium",16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822,16.5052599454822
84,"BLZ","Belize",19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312,19.8451443777312
204,"BEN","Benin",11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645,11.6745923682645
60,"BMU","Bermuda",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
64,"BTN","Bhutan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
68,"BOL","Bolivia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
70,"BIH","Bosnia and Herzegovina",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
72,"BWA","Botswana",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
76,"BRA","Brazil",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824,12.5951451146824
100,"BGR","Bulgaria",16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393,16.5860492709393
854,"BFA","Burkina Faso",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
108,"BDI","Burundi",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
132,"CPV","Cabo Verde",30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631,30.8020735664631
116,"KHM","Cambodia",18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802,18.5843266059802
120,"CMR","Cameroon",8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804,8.8096530649804
124,"CAN","Canada",20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315,20.7992172575315
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
148,"TCD","Chad",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
152,"CHL","Chile",19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577,19.1569264161577
156,"CHN","China",28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829,28.9266495474829
170,"COL","Colombia",12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555,12.5758213334555
174,"COM","Comoros",13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022,13.4320233252022
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649,11.0405189630649
384,"CIV","Cote d'Ivoire",23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326,23.581621181326
191,"HRV","Croatia",3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148,3.25233484079148
192,"CUB","Cuba",17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553,17.1500487686553
531,"CUW","Curacao",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
196,"CYP","Cyprus",29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367,29.9965597933367
203,"CZE","Czech Republic",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
180,"COD","Dem. Rep. Congo",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
208,"DNK","Denmark",30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569,30.1748545816569
262,"DJI","Djibouti",6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318,6.22922974637318
212,"DMA","Dominica",30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168,30.9647041956168
214,"DOM","Dominican Republic",16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153,16.2646612664153
218,"ECU","Ecuador",17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493,17.9532952690493
818,"EGY","Egypt",14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914,14.7396745142914
222,"SLV","El Salvador",10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931,10.923240593931
226,"GNQ","Equatorial Guinea",21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853,21.4517159077853
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335,8.28983560778335
748,"SWZ","Eswatini",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
231,"ETH","Ethiopia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998
246,"FIN","Finland",12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518,12.0089145927518
250,"FRA","France",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299,9.09982491243299
270,"GMB","Gambia",7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703,7.4616914020703
268,"GEO","Georgia",5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153,5.4907877824153
276,"DEU","Germany",34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587,34.4597115190587
